,equity
2015-01-05,148230.42625087412
2015-01-06,147485.76905129256
2015-01-07,149291.2500551579
2015-01-08,150912.48741680142
2015-01-09,149990.73499787823
2015-01-12,149978.5516009061
2015-01-13,150042.83555528734
2015-01-14,148866.69966868585
2015-01-15,147786.88453670725
2015-01-16,148958.89122845867
2015-01-20,149201.91076234414
2015-01-21,148620.86452697258
2015-01-22,149227.3470340914
2015-01-23,148966.53848916574
2015-01-26,148766.8225000726
2015-01-27,147129.2458493755
2015-01-28,147963.78386323084
2015-01-29,147896.24125835835
2015-01-30,148706.00737786706
2015-02-02,148372.18297411193
2015-02-03,148623.39016377387
2015-02-04,149074.44081089582
2015-02-05,148957.2389979492
2015-02-06,148825.05966217935
2015-02-09,148829.80203517433
2015-02-10,149491.80174802052
2015-02-11,149638.40894188188
2015-02-12,150426.58906354156
2015-02-13,150333.56487610837
2015-02-17,150093.24309935296
2015-02-18,150492.8317672059
2015-02-19,150187.0394926427
2015-02-20,150869.50406320885
2015-02-23,151038.6109842361
2015-02-24,152088.71269027604
2015-02-25,151672.12685023324
2015-02-26,151211.69812424507
2015-02-27,150123.69721837787
2015-03-02,151584.97243736312
2015-03-03,151768.68266285572
2015-03-04,150849.7666797181
2015-03-05,150780.84146022474
2015-03-06,149537.11994966678
2015-03-09,149706.87715632244
2015-03-10,147660.18858995166
2015-03-11,147156.51618476713
2015-03-12,149050.6426208306
2015-03-13,148837.85395609456
2015-03-16,149520.27547356108
2015-03-17,149207.90610376958
2015-03-18,148830.59744209488
2015-03-19,149284.0069480788
2015-03-20,149809.90153788833
2015-03-23,148560.61341130149
2015-03-24,148030.77626990457
2015-03-25,146088.43505151555
2015-03-26,145976.21898801532
2015-03-27,146434.96785541985
2015-03-30,146273.01585593412
2015-03-31,145728.43961753338
2015-04-01,145601.07448330682
2015-04-02,145913.5237774152
2015-04-06,145162.8453352648
2015-04-07,145197.70939041645
2015-04-08,145589.50478336448
2015-04-09,145529.76773581386
2015-04-10,145566.89807618497
2015-04-13,145844.58268066566
2015-04-14,146227.25904733126
2015-04-15,146405.4308958678
2015-04-16,146317.4743941284
2015-04-17,145851.508270766
2015-04-20,145404.3425233765
2015-04-21,144490.98408945795
2015-04-22,144285.80359867678
2015-04-23,144848.90086846706
2015-04-24,148572.05966328367
2015-04-27,148482.65205694427
2015-04-28,147948.68288800606
2015-04-29,148511.8113862736
2015-04-30,147292.11128435476
2015-05-01,147798.48055961294
2015-05-04,148366.6603723674
2015-05-05,148518.51889260966
2015-05-06,147757.83775712785
2015-05-07,148523.0287957701
2015-05-08,149755.06716666324
2015-05-11,149751.03157689708
2015-05-12,149763.90295106158
2015-05-13,149172.2553344101
2015-05-14,149789.15318084124
2015-05-15,150216.99289886266
2015-05-18,150677.80423736395
2015-05-19,150630.23886332073
2015-05-20,150387.9567999964
2015-05-21,151167.43921188457
2015-05-22,150892.08389108127
2015-05-26,149970.3579665628
2015-05-27,151373.42880196692
2015-05-28,151174.63203543684
2015-05-29,150988.55048660538
2015-06-01,151283.5706014277
2015-06-02,151152.06540511362
2015-06-03,151931.5436271617
2015-06-04,151032.73561670203
2015-06-05,151745.28791612995
2015-06-08,151288.29042098377
2015-06-09,151664.32751517778
2015-06-10,152888.5911603107
2015-06-11,153034.96751634526
2015-06-12,152513.23533364455
2015-06-15,151745.66300173444
2015-06-16,152379.32918472277
2015-06-17,152446.9555224236
2015-06-18,153418.25037663136
2015-06-19,152846.26293897565
2015-06-22,153644.81220185274
2015-06-23,155463.10925751342
2015-06-24,154680.4904637356
2015-06-25,154396.5116699848
2015-06-26,153912.37946284402
2015-06-29,152487.90480272513
2015-06-30,154053.77588066782
2015-07-01,154136.13808876363
2015-07-02,154723.44760300024
2015-07-06,154923.47062244092
2015-07-07,153334.8361037408
2015-07-08,151796.752329858
2015-07-09,153092.46654843813
2015-07-10,153620.26052957168
2015-07-13,155541.78337180073
2015-07-14,155772.22287186133
2015-07-15,155109.39170889044
2015-07-16,160200.6180869791
2015-07-17,162312.68145864637
2015-07-20,163695.46736416925
2015-07-21,163030.0044761853
2015-07-22,162890.90391954256
2015-07-23,161283.18005427238
2015-07-24,164825.2072702365
2015-07-27,162664.8229152097
2015-07-28,162377.18288192368
2015-07-29,163239.82864598493
2015-07-30,164190.20945612635
2015-07-31,164449.5299665263
2015-08-03,163988.81057132452
2015-08-04,166370.7755389561
2015-08-05,165052.84680504556
2015-08-06,164536.91520559788
2015-08-07,162997.72755102982
2015-08-10,161872.8952291825
2015-08-11,163198.9916602553
2015-08-12,162196.91297197275
2015-08-13,162809.5463868354
2015-08-14,163079.72170574026
2015-08-17,163398.38422216306
2015-08-18,163588.1080888074
2015-08-19,163004.83915826931
2015-08-20,158809.97714477935
2015-08-21,159279.29746732197
2015-08-24,162185.22570514807
2015-08-25,162928.41475067218
2015-08-26,156243.85842456587
2015-08-27,151842.98469100826
2015-08-28,151466.08376229284
2015-08-31,152214.55872089165
2015-09-01,157869.92662881996
2015-09-02,154087.26910822056
2015-09-03,153841.86307495032
2015-09-04,156283.5580701822
2015-09-08,152082.6837881095
2015-09-09,153651.07876306283
2015-09-10,152925.7622776555
2015-09-11,152205.17906704976
2015-09-14,152225.47661731055
2015-09-15,150943.24318320394
2015-09-16,149434.1534108092
2015-09-17,149965.01651009097
2015-09-18,150158.7213897679
2015-09-21,149172.09173504292
2015-09-22,150040.5402115742
2015-09-23,149956.02030762125
2015-09-24,149161.16810707038
2015-09-25,148581.46196133245
2015-09-28,149353.20458295377
2015-09-29,150016.1351183874
2015-09-30,149209.56441718733
2015-10-01,148585.7885854228
2015-10-02,148856.22014548854
2015-10-05,149214.06873017977
2015-10-06,149158.07489553533
2015-10-07,149619.69339551765
2015-10-08,150053.89152042824
2015-10-09,149523.73130633318
2015-10-12,149987.9837324998
2015-10-13,149909.16083565744
2015-10-14,150753.89797648546
2015-10-15,151093.8001328347
2015-10-16,152099.83289250548
2015-10-19,151798.98353798702
2015-10-20,150660.70049830055
2015-10-21,149598.25694497122
2015-10-22,151803.70641056323
2015-10-23,152917.78663968414
2015-10-26,152765.4076568367
2015-10-27,152650.52028001435
2015-10-28,153671.02367057806
2015-10-29,152927.7408604933
2015-10-30,152847.1163433513
2015-11-02,153646.75885569386
2015-11-03,153159.47216396133
2015-11-04,153154.01598967463
2015-11-05,153603.3973994547
2015-11-06,156481.3253682804
2015-11-09,154662.75797589085
2015-11-10,154410.78522696564
2015-11-11,154673.7888658949
2015-11-12,153528.18310300726
2015-11-13,151101.48695018762
